"","X","species","annual","family","origin","Functional.group","SCT","SCP","Starch","CN","Carbon","N","Mass","Length","Shape","Compact","Disp","Texture","mucilage","Perimeter","Intensity","W","area","dispcat"
"11",11,"CLAPUR","annual","Onagraceae","Native","Forb",1.48323969741913,-1.00393128813676,0,9.52510202759604,0.538604395604396,56.5457875457875,-0.955915526657423,0.406973303542777,-3.67257082961546,2.60200137882537,0,-1.30205281323434,0,1.24856585865375,14.020755,1.01480362,-0.0220825547567142,"smooth"
"12",12,"COLSPA","annual","Plantaginaceae","Native","Forb",1.08397416943394,0.201308418610063,0,20.5811462676805,0.413686113393591,20.1002465078061,0.712051801283051,1.14200384303999,-2.87612202909751,2.67239942524917,2,-0.0576216340510432,0,2.04347526509836,13.7594231,2.2112972,1.6314595660653,"flat"
"13",13,"CRYHIS","annual","Boraginaceae","Native","Forb",2.14476105895272,-0.808219226713707,0,11.2266597892565,0.519812350733538,46.301603548277,-1.02398730732953,0.640096448045438,-2.67405276125271,2.5452730422394,0,-1.34424288911692,0,1.42897844487539,12.6693285,0.87299704,0.0439478495410302,"smooth"
"14",14,"DICCAP","perennial","THEMIDACEAE","Native","Forb",1.34164078649987,-0.640969489456686,1,11.855115697815,0.494248739495798,41.690756302521,0.17085728288807,1.26808174883368,-2.48351160974305,2.65135945408676,0,-2.25119512077995,0,2.02200028196041,5.041452,1.4313608,1.25457030570566,"coarse"
"15",15,"ELYELY","perennial","Poaceae","Native","Grass",1.58113883008419,-0.15136743717927,1,19.1514827269948,0.413631561571476,21.5978870914493,0.927230671912489,1.78883299126556,-1.77797598776172,2.67761700036402,1,0.378265599210711,0,2.51691842807734,35.738312,1.06354994,1.54398710328834,"elong_long"
"16",16,"ERINUD","shrub","polygonaceae","Native","Forb",1.48323969741913,-0.325967198496102,1,16.8480933266433,0.421308030112923,25.0062735257215,-0.0043092715880984,1.06560840293529,-2.57309223876675,2.58996649672405,0,-0.51356219810559,0,1.7995165385548,15.398703,1.2408079,0.76562606218026,"smooth"
"17",17,"FRIPUR","bulb","LILIACEAE","Native","Forb",0.948683298050514,0.470304461433783,0,15.0369629317607,0.454314349347757,30.2131721285396,1.67883803431668,2.03858246313864,-2.37992061726922,2.62452810405701,2,-2.69569719463077,0,2.93858429495371,19.242952,5.6988539,3.42755748127176,"flat"
"18",18,"GALAPA","annual","Rubiaceae","Native","Forb",1.04163333279998,-0.232481373593262,0,18.1381709741551,0.47180349062702,26.0116354234001,-1.89472286028616,-0.0391294901142292,-3.51415682184475,2.66112485173871,2,-0.461375661438228,0,0.842464886072897,12.6964889,0.62040399,-0.806172910162663,"elong_short"
"19",19,"GALMUR","annual","Rubiaceae","Non-Native","Forb",1,-0.0697245566789075,0,16.886691290361,0.457488702388638,27.0916720464816,-1.92751046620995,0.0903613728158217,-3.23408747410925,2.63518808776017,2,-0.244986442283546,0,0.987853152573435,18.059156,0.68687586,-0.583909261754773,"elong_short"
"20",20,"GILCAP","annual","Polemoniaceae","Native","Forb",1.84390889145858,1.78074073040443,0,18.9631241997439,0.483361618798956,25.4895561357702,0.263248488810514,0.748489688306634,-2.99409267546784,2.6957116699962,0,-0.894615740898308,1,1.58766840690048,13.222789,1.3028482,0.707822913253542,"coarse"
"21",21,"GILTRI","annual","Polemoniaceae","Native","Forb",0.547722557505166,1.78484226799345,0,15.7635157184815,0.448650154798762,28.4613003095975,-0.957568559437174,0.301284858625074,-3.39952861921195,2.66097160197137,0,-0.503125100711392,1,1.16161228313025,18.732731,0.86413413,-0.167471668202674,"coarse"
"22",22,"HOLVIR","annual","Asteraceae","Native","Forb",2.96647939483827,-0.436417162375974,0,13.2298637426429,0.556614654002714,42.072591587517,0.64257730864977,1.2504712588193,-2.67588103869234,2.59688938916408,0,-1.30020301723095,0,2.07178169229508,8.0783162,1.6041876,1.32735323861044,"coarse"
"23",23,"HYPGLA","annual","Asteraceae","Non-Native","Forb",1.89736659610103,-0.69910604060618,0,14.7603540224668,0.489033834586466,33.1315789473684,-0.610968294602301,1.54321663225137,-1.7634817586316,2.54506344763454,1,-1.13784512469487,0,2.25767855975798,13.89008905,0.62483544,0.549988566019796,"elong_long"
"24",24,"LACSER","annual","Asteraceae","Non-Native","Forb",0.806225774829855,0.215874396556445,0,13.0077183586674,0.57010355540214,43.8280980324474,-0.498403103767433,1.27243634374138,-2.0342974775446,2.66143964150888,2,-2.33509289225609,0,1.98844255655639,20.6608395,1.11894288,0.970596438388775,"elong_long"
"25",25,"LAGMIN","annual","Asteraceae","Native","Forb",1.09544511501033,-0.17003949713591,0,10.4490356325597,0.512894736842105,49.0853658536585,-1.09654775461923,0.881759036872278,-2.21095917177849,2.57148452930381,0,-1.55553064395559,0,1.64530473835931,11.8666457,0.90844863,0.40109269636601,"smooth"
"26",26,"LASCAL","annual","Asteraceae","Native","Forb",0.974679434480896,-0.0553490477977028,0,11.166593374377,0.470237654320988,42.1111111111111,-1.63951059669039,1.21721132052712,-1.90902869353915,2.26921623284771,2,-1.13784512469487,0,1.99320057996534,13.89008905,0.684413922222222,0.0898811460014157,"elong_long"
"27",27,"LINDIC","annual","Polemoniaceae","Native","Forb",1.18321595661992,-0.408098173387183,0,17.2459543672731,0.535685295035904,31.0615048392132,-1.45703876564565,0.27470533765457,-2.97528883008141,2.5918348728539,0,-1.58441937247602,0,1.09642630113739,11.835427,0.70017023,-0.445986101058937,"coarse"
"28",28,"LOLMUL","annual","Poaceae","Non-Native","Grass",1.54919333848297,-0.763451001845815,1,24.1925739458779,0.416038961038961,17.1969696969697,0.809284418188988,1.69860791086434,-1.97339010387793,2.68946621591085,2,1.06366243924159,0,2.43274875573566,30.3076164705882,1.41024605882353,1.7393187985898,"elong_long"
"29",29,"LOMMAR","perennial","Apiaceae","Native","Forb",2.14476105895272,0.197062250403682,0,12.5815245702379,0.446851680542707,35.5164970706136,1.81533763992046,2.22780449775705,-3.1961209221591,2.71316244932824,2,0.0929242357021013,0,3.1013612581708,27.825987,5.4241036,3.69118087880336,"flat"
"30",30,"LOTHUM","annual","Fabaceae","Native","N-fixer",1.61245154965971,-1.81119325937621,0,13.2372424209731,0.412008059100067,31.124916051041,1.12824390379271,0.883592152888319,-3.37275459263362,2.70068455563839,0,-1.10593791567203,0,1.85925698322508,11.572741,2.0783535,1.33596055364594,"smooth"
"31",31,"MEDPOL","annual","Fabaceae","Non-Native","N-fixer",1.26885775404495,-1.14603016871309,0,8.92220694826294,0.514376801152738,57.6512968299712,1.17658362175655,1.13490657657705,-2.65414607075966,2.65735583125644,1,-2.61600712064137,0,1.99162269786751,23.687946,1.8567804,1.48495723254919,"elong_short"
"32",32,"MICDOU","annual","Asteraceae","Native","Forb",2.68328157299975,0.0811796085706738,0,21.5573205454818,0.503683473389356,23.3648459383754,0.598612116942107,1.82927398864928,-1.79332723989442,2.4905274117614,1,-1.13784512469487,0,2.59469452876439,13.89008905,1.00024304285714,1.21328479852946,"elong_long"
"33",33,"MIMDOU","annual","PHRYMACEAE","Native","Forb",0.836660026534076,0.0533250697852632,0,29.1386826347305,0.460810606060606,15.8143939393939,1.26415497533427,-0.0208641403018092,-2.82115488882226,2.66707885048752,1,-2.44453292468547,0,0.81145461203014,17.319935,0.6115411,-0.825711726445732,"coarse"
"34",34,"MIMGUT","perennial","PHRYMACEAE","Native","Forb",1.18321595661992,-1.24214399146524,0,12.274753407123,0.552800949474398,45.0356052899288,-3.58045017367417,-0.598745249452261,-3.71163513164408,2.67060022361542,0,-2.40521132798441,0,0.273020210748127,10.8619017,0.38110532,-1.89167874863159,"coarse"
"35",35,"NASPUL","perennial","Poaceae","Native","Grass",0.948683298050514,-1.38930676057088,1,12.8534535142799,0.406909265790317,31.6575825585123,1.52825677922226,1.84008928936019,-1.84705579965726,2.69248206787938,2,-0.30893763314468,0,2.55102236400242,20.11833,1.1211586,1.66270144662389,"elong_long"
"36",36,"PETPRO","annual","Caryophyllaceae","Non-Native","Forb",0.974679434480896,-0.72785754967314,1,20.5179856115108,0.257239215686275,12.5372549019608,-1.43478775114931,0.186775124920807,-3.12260612094121,2.43686427593443,2,-1.63019970968674,0,0.990325309906023,8.300277,0.70903314,-0.672971407205142,"elong_short"
"37",37,"PHLGRA","annual","Polemoniaceae","Native","Forb",1.09544511501033,1.82947733441675,1,15.9009691848907,0.470654652445752,29.5991173225451,0.736458075197072,1.03931136953725,-2.49396550253776,2.70340302762697,0,-1.46488190172943,1,1.87501073167237,18.122561,1.7371311,1.29915109361491,"coarse"
"38",38,"PLAERE","annual","Plantaginaceae","Native","Forb",2.28035085019828,2.80064501142519,0,16.294731610338,0.444843962008141,27.2998643147897,0.590117280240401,0.876239232113229,-2.71738223940957,2.71229071464862,0,-2.28641660038899,1,1.70504875612542,9.0336294,1.3427315,0.88966055541865,"coarse"
"39",39,"SISBEL","perennial","Iridaceae","Native","Forb",2.32379000772445,-0.503483825609335,0,17.1212853346219,0.461060507482108,26.9290826284971,1.1986913821362,0.704561958388986,-4.47598759235427,2.70398233433705,0,-1.13784512469487,0,1.65445471881587,13.89008905,1.69060085,0.944402584876749,"coarse"
"40",40,"TAECAP","annual","Poaceae","Non-Native","Grass",1.4525839046334,-1.12736413223507,1,26.4853942455524,0.388742746615087,14.6776273372018,1.24468039230201,2.04376234195817,-1.75793922341071,2.67803832976797,1,0.565024676346138,0,2.74889254741537,30.287136,1.2275138,1.89611460466051,"elong_long"
"41",41,"THYCUR","annual","Brassicaceae","Native","Forb",1.2747548783982,-0.188849268380764,0,36.3284031085485,0.445615006150062,12.2662976629766,-0.435331707714458,0.728966549455396,-2.750019002344,2.69158755556922,1,-0.840116651545037,0,1.61291069755159,18.8748977777778,1.58055311111111,0.846675238026694,"flat"
"42",42,"TRIALB","annual","Fabaceae","Native","N-fixer",1.54919333848297,-1.30505304566076,0,9.15456202004425,0.457014294996751,49.9220272904483,0.65346891830259,0.813421244361218,-2.53764768704783,2.70091917429625,1,-2.02064616838938,0,1.61050352446787,16.015394,0.95276329,0.536299199617836,"balloon"
"43",43,"TRIFUC","annual","Fabaceae","Native","N-fixer",1.18321595661992,-2.18819101488774,0,15.6320550388585,0.416624787775891,26.6519524617997,1.76009678871921,0.944001264009538,-3.57998677720462,2.68430366048664,1,-0.134872199676118,0,1.94836601665657,7.5072708,2.3663981,1.49293202837231,"balloon"
"44",44,"TRIGRA","annual","Fabaceae","Native","N-fixer",1.4142135623731,-1.45408374490829,0,12.6807862407862,0.397250615763547,31.3269704433498,0.226757014884045,0.649398825085779,-2.86597495753763,2.6853240239751,1,-1.13784512469487,0,1.46392335042526,13.89008905,1.0679811,0.398854841690946,"balloon"
"45",45,"TRIWIL","annual","Fabaceae","Native","N-fixer",0.894427190999916,-0.269145058659795,0,10.0903662775154,0.412323379461034,40.8630735615441,0.807624759207602,0.694655342711459,-3.42302817469738,2.70145292865829,1,-1.58899110051253,0,1.60961775626123,15.940127,1.542147,0.841572013252773,"balloon"
"46",46,"UROLIN","annual","Asteraceae","Native","Forb",2.66458251889485,-0.0200922645920173,0,20.4140722291407,0.443190266982089,21.7100371747212,0.738395365033081,2.48844060633455,-1.58131050629991,2.02543418009614,1,0.568458716594707,0,3.19483919582357,13.35088,0.6979545,1.29396869509534,"elong_short"
"47",47,"VICVIL","annual","Fabaceae","Non-Native","N-fixer",2.82842712474619,-2.06007996223338,0,13.9217009787378,0.392607868020305,28.2011421319797,3.78818052335087,1.46750478674537,-4.51847753899351,2.71057703426833,0,-2.23940327300943,0,2.48493873260667,4.058337,4.0370574,2.62831069801307,"coarse"
"48",48,"VIODOU","perennial","VIOLACEAE","Native","Forb",2,-0.661378212524882,0,11.7572475953454,0.522243800418285,44.4188825814162,1.56786100340795,1.29514371096515,-2.93813699026008,2.68323152218584,0,0.0779446775775171,0,2.12794724872851,38.127236,1.9852929,1.68173423883391,"smooth"
"49",49,"VULMIC","annual","Poaceae","Native","Grass",1.09544511501033,-0.172837636467478,1,16.4332819357134,0.443214971209213,26.9705694177863,-0.198298511317095,2.26396753035336,-1.65743034914794,2.10188307317455,1,-1.5744310866138,0,2.94112266756539,37.7330844444444,1.08324506666667,1.48060328225625,"elong_long"
"50",50,"ZIGFRE","perennial","MELANTHIACEAE","Native","Forb",0.836660026534076,0.641015874618471,1,21.8346744696416,0.547669724770642,25.0825688073394,-2.17526757357652,0.0233909072028181,-3.08309145239952,2.63705229916089,0,-0.779515702407045,0,0.899039949051535,10.4153802,0.58495235,-0.807933468453649,"coarse"
"51",51,"RIGLEP","annual","Asteraceae","Native","Forb",1.34164078649987,-0.330782458023401,0,14.968,0.472940813810111,31.596794081381,-0.323240167852495,1.67686638488674,-1.71755124321614,2.47112828033668,1,-1.13784512469487,0,2.38929619740638,13.89008905,0.62926691,0.709369779744966,"elong_short"
"52",52,"SIDDIP","annual","Malvaceae","Native","Forb",1,1.22334880257496,0,15.9110717840947,0.436444174757282,27.4302184466019,1.59678824163875,1.03931147564669,-4.25746296858371,2.66875617017102,2,-0.862064654801078,1,1.98525228340817,20.92946,2.2068658,1.51081974928095,"balloon"
"53",53,"ANCFIL","annual","Asteraceae","Native","Forb",1.48323969741913,-0.270789271314439,0,8.68064960088081,0.496955562559092,57.2486605735897,-1.00996059107355,0.809484104433864,-2.39801543820655,2.61661479666721,0,-1.19441750198131,0,1.59533813612726,11.898513,1.08570697,0.451353230504206,"smooth"
"54",54,"ATHPUS","annual","Brassicaceae","Native","Forb",1.18321595661992,-0.0577932093401856,0,17.7886990801577,0.450639147802929,25.3328894806924,-1.04344251753464,1.10795594488236,-2.18479696093263,2.68820452926839,1,-1.59037238679597,0,1.99697931458637,35.7810395238095,2.2157284952381,1.53936781809375,"balloon"
"55",55,"BROMAD","annual","Poaceae","Non-Native","Grass",1.04880884817015,-0.265055997775891,1,15.1281943862589,0.421435478492831,27.8576192064021,0.303693207390762,2.28623558521223,-1.64604392218773,2.63885035309468,1,0.50823809900931,0,2.98790491958982,24.772517,0.93060596,1.84970411094688,"elong_long"
"56",56,"CASATT","annual","Orobanchaceae","Native","Forb",1.07238052947636,-0.608966553377488,0,13.6512120932805,0.58631037212985,42.9493269992082,-1.78943217946896,0.274705185695364,-3.50283765921747,2.55443504043068,0,-1.10171466606813,0,1.16507374103779,13.748108,0.9350374,-0.259582936947331,"other"
"57",57,"CENTRI","annual","Asteraceae","Native","Forb",0.866025403784439,-1.36424368030233,0,11.5026589166461,0.542019230769231,47.1212121212121,-3.28038446826898,-0.700527971709654,-3.92650499775749,2.68921462495078,0,-2.3901271926102,0,0.177541567492465,10.4924025,0.37224239,-1.98011168434227,"coarse"
"58",58,"EPIBRA","annual","Onagraceae","Native","Forb",1.04880884817015,0.802227144773952,0,12.0193064809207,0.540336963921035,44.9557522123894,-0.0474323364348889,0.903538405495452,-2.63258699117071,2.66374130438694,1,-1.05371988232544,1,1.72735155289464,11.1111555,1.3028486,0.841825945300508,"elong_long"
"59",59,"ERILAN","perennial","Asteraceae","Native","Forb",2.48997991959775,1.40140465800767,0,14.1387151310228,0.547499181669394,38.7234042553191,-1.74524172632302,0.977902837732403,-2.08500147076109,2.40102480908706,1,0.244682176775589,0,1.73167460692358,12.0670282,0.71346458,0.176962514410011,"elong_short"
"60",60,"EUPCRE","annual","Euphorbiaceae","Native","Forb",1.70293863659264,-0.122917431595491,0,16.0309635173059,0.49744847605225,31.0304789550073,-0.331842968237551,0.640096448045438,-4.02892873737209,2.70760613636994,0,-0.967567768499127,0,1.545108734716,14.3416118,1.4978324,0.741595476775378,"coarse"
"61",61,"FILCAL","annual","Asteraceae","Native","Forb",0.645497224367903,-1.09973833391323,0,9.81630155427732,0.503667189952904,51.309262166405,-3.53247541438901,-0.395146295647733,-2.56368267950789,2.59690995660948,0,-0.689385624092392,0,0.40253863014567,20.89815,0.34122222,-1.8558694741918,"smooth"
"62",62,"LEPNIT","annual","Brassicaceae","Native","Forb",1.73205080756888,2.7795448548704,0,12.1839416058394,0.457175897748022,37.522824102252,0.0378977230030083,0.701270645689837,-2.69448742591283,2.68505937148159,0,-0.457125248722933,1,1.55311068482785,20.332375,1.2053563,0.604020076087439,"smooth"
"63",63,"MICCAL","annual","Asteraceae","Native","Forb",2.30217288664427,-0.0888827304200882,0,22.1521121760738,0.438681898066784,19.8031634446397,-0.294136188858246,0.94227562131013,-2.68322533244877,2.62183561796761,1,0.526197638613817,0,1.81370629934543,37.932685,1.6839538,1.06217289871369,"elong_long"
"64",64,"NAVJEP","annual","Polemoniaceae","Native","Forb",1.67332005306815,0.130332391159668,0,13.2424995714041,0.473741183685986,35.7743023612389,-0.400141802076819,0.781482410036716,-2.59761028967591,2.68226415015408,1,-0.218878820719297,0,1.52071148012297,37.832402,0.94390033,0.355492625275396,"balloon"
"65",65,"SILGAL","annual","Caryophyllaceae","Native","Forb",1.34164078649987,-1.07219527094696,1,16.3532254167673,0.46760621761658,28.594127806563,-1.33005056294423,-0.100906847975346,-4.06060613461544,2.64062290977872,0,-2.97187702609011,0,0.87254233461121,9.9715766,0.66471857,-0.753495368087859,"coarse"
"66",66,"TRIHIR","annual","Fabaceae","Non-Native","N-fixer",2.25831795812724,-2.30488152136461,0,12.879504950495,0.415070197830249,32.2271857051691,0.978081732030362,0.699070453292169,-3.80788818980569,2.70994107198443,1,-1.69176584299159,0,1.59038207781884,32.910379,1.5421471,0.82982218934142,"balloon"
"67",67,"VELRIG","annual","Caryophyllaceae","Non-Native","Forb",1.09544511501033,-0.82458707975815,0,12.9515067544164,0.402631012203877,31.0875807609476,-1.79488769034705,0.433175601336751,-2.32908598888855,2.65253641508029,0,-2.4370855149759,0,1.20037948608378,8.0841766,0.54063778,-0.449366040822713,"coarse"
