"nseedssp","nfam","spdrymf","sd_spdrymf","IDnum","family","annual","MarinaSp","nat.inv","Functional.group","clean_code","spdryperseed","spwetperseed","spPerm_pctch","sd_spwetperseed","sd_spdryperseed","sd_spPerm_pctch","SS_SCP","C","N","cn","cn_samplemass","nsamples","starch","mucilage","germ_is_disp","lump_dispcat","H_1","H_2","L_1","L_2","LH_L_1","LH_L_2","W_1","W_2","area_LW_1","area_LW_2","Perimeter1_1","Perimeter1_2","Hue_1","Hue_2","PCof19WL_1","PCof19WL_2","texture_1","texture_2","Rectangularity1_1","Rectangularity1_2","LH_Circle_1","LH_Circle_2","LW_Circle_1","LW_Circle_2","Compactness.Ellipse_1","Compactness.Ellipse_2","BetaShape_a_1","BetaShape_a_2","BetaShape_b_1","BetaShape_b_2","Saturation_1","Saturation_2","LH_area_1","LH_area_2","shape_1","shape_2","SCTlongonly"
159,5,0.0100655184740563,0.0013142258955975,16,"AGAVACEAE","bulb","no","native","Forb","CHLPOM",10.0696781818182,13.2274,1.31344484119946,0.818028495836177,0.288680688049776,0.0686360937808995,5,1534.285,105.87,14.4921601964674,3.085,2,0,0,"yes","coarse",2.3885554,0.325945565507221,3.9750172,0.27161142192756,3.8996823,0.273173483097402,2.7120518,0.199059500270536,7.8861525,0.687409850175158,9.7957353,0.425620535793733,1.4318569,0.0948619700974351,4.4755521,0.348143798599069,0.48139391,0.428759388827501,0.76625936,0.0190274111266527,0.57089488,0.0976653024157596,0.66009345,0.0797539687617314,0.97693909,0.00697992919391817,1.700472,0.148993696133614,1.3658446,0.112557216322485,7.344843,1.08950127505795,6.5780779,0.723535600078063,0.0338082289778339,0,4.6
610,13,0.000704224634840137,0.00108610842849918,17,"Onagraceae","annual","yes","native","Forb","CLAGRA",0.4084,1.18766,2.93286827670435,1.29362376988056,0.0141957740190523,3.23586417257333,5,1523.57,188.5,8.08259946949602,2.946,1,0,0,"yes","smooth",0.8153881,0.0787198927083732,1.7858771,0.130542116305173,NA,NA,0.8153881,0.0787198927083732,1.02980691,0.160478942572846,3.9595069,0.295439623489564,1.0634907,0.0410993100078605,11.849313,0.792878690399736,0.30493249,0.0889057119779708,0.79495482,0.0569129683361222,NA,NA,0.43050506,0.0486203167176302,0.96736571,0.0126058298343311,1.7128151,0.4569074631098,1.4859796,0.290359043478625,15.359893,1.25957648633755,NA,NA,0.068871392160152,0,2
458,8,0.000388076209601703,4.44931021327068e-05,18,"Onagraceae","annual","yes","native","Forb","CLAPUR",0.38446,0.52534,1.36448461437597,0.0630929710823639,0.0328065237414756,0.0838128557819627,5,1470.39,154.37,9.52510202759604,2.73,1,0,0,"yes","smooth",1.01480362,0.064217839851448,1.502264,0.0642178843227406,NA,NA,1.01480362,0.064217839851448,0.97815948,0.116239583454737,3.4853409,0.185689811045464,1.1877138,0.0166287895918161,14.020755,1.65763625841973,0.27197291,0.119306430401853,0.76264321,0.0281341702338179,NA,NA,0.63818239,0.0660103218043032,0.95628091,0.0158571206594984,2.2141763,0.37752045348565,1.633114,0.225322932181051,14.502782,0.706519511719244,NA,NA,0.0254110584002415,0,2.2
149,3,0.00149899585613871,0.000272351906314115,19,"Plantaginaceae","annual","yes","native","Forb","COLSPA",2.03816888888889,4.53085333333333,2.25046897653287,1.08270240873884,0.135925060462478,0.681530325317061,5,1258.64,61.155,20.5811462676805,3.0425,2,0,0,"yes","flat",1.4668123,0.140833741845601,3.1330402,0.28340538448535,3.035548,0.282016113377311,2.2112972,0.349214557919722,5.1113296,0.766787730448438,7.7173826,0.544251103378497,1.00409689,0.04750613939069,13.7594231,1.81063757526964,0.94400706,0.410288973139348,0.78745827,0.0291551595296251,0.45761309,0.0381133943355716,0.69864414,0.163719855052032,0.98297673,0.013961654051966,1.5523075,0.240267588408447,1.4249487,0.195748711587671,26.384934,3.29212456680147,3.2859951,0.652823918072256,0.0563528744529359,0,1.175
99,5,0.000335430952380952,2.01631374462906e-05,20,"Boraginaceae","annual","no","native","Forb","CRYHIS",0.35916,0.51922,1.44558512880415,0.0236454435357005,0.0148717181253546,0.0236295871028926,5,1523.57,135.71,11.2266597892565,2.931,1,0,0,"yes","smooth",0.87299704,0.132203099172911,1.8966638,0.173274517794292,NA,NA,0.87299704,0.132203099172911,1.04492786,0.16901819544491,4.1744326,0.385505689697802,1.05311542,0.133857900368669,12.6693285,2.30071121531057,0.26073704,0.124581775800941,0.6861189,0.0505146160202943,NA,NA,0.39379029,0.0339248244976857,0.93423793,0.0298542687746493,2.1131464,0.26659628445948,1.3454113,0.115813198337332,9.4649874,1.49023699256276,NA,NA,0.0689721305359475,0,4.6
100,5,0.0014470243902439,0.000392743563285173,21,"THEMIDACEAE","perennial","no","native","Forb","DICCAP",1.18632142857143,1.81125357142857,1.60109362109678,0.0666858023982361,0.327715121537523,0.368932163355018,4,1470.39,124.03,11.855115697815,2.975,1,1,0,"yes","coarse",1.4313608,0.201510796618279,3.5540285,0.296756785681567,NA,NA,1.4313608,0.201510796618279,3.5063314,0.674564663244081,7.5534188,0.521044572949762,-0.0109971,1.56992876108075,5.041452,0.258499436871512,0.105273335,0.0627981436753547,0.72112719,0.0221915294000736,NA,NA,0.37882777,0.0470769065304152,0.97507251,0.0166325943083954,1.7147762,0.135622827336863,1.6227561,0.139195318721133,3.2206778,0.778669460393076,NA,NA,0.0834496677971634,0,1.8
1,1,0.0022,NA,22,"Poaceae","perennial","no","native","Grass","ELYELY",2.5275,4.69996666666667,1.85899894918456,0.78112617632066,0.400452106999077,0.0975139215755302,3,1252.89,65.42,19.1514827269948,3.029,1,1,0,"no","elong_long",0.85970258,0.26699281879418,5.9824668,0.611637442615885,5.9115638,0.618501983917756,1.06354994,0.223777830081105,4.6832256,1.32612466468572,12.390356,1.36985237585296,1.3820486,0.126654586420311,35.738312,6.23038272848627,1.4597506,0.928425206261358,0.76570198,0.0409550225083811,0.118958322,0.0317741040748393,0.16262374,0.0242424550366294,0.98492722,0.00898269101589271,1.5689458,0.134989031327364,1.4654668,0.141143494268068,23.40734,2.13666866246267,3.454684,1.42331525963576,0.168979818599343,0,2.5
90,5,0.00106600250626566,0.000199442707350046,24,"polygonaceae","shrub","no","native","Forb","ERINUD",0.9957,1.714425,1.72770791278403,0.215553618619591,0.121398160337516,0.171900245427013,4,1343.13,79.72,16.8480933266433,3.188,1,1,0,"yes","smooth",1.2408079,0.123587554547328,2.9026044,0.14359545184704,NA,NA,1.2408079,0.123587554547328,2.1503402,0.215435813065207,6.0467234,0.316546875488959,0.84574663,0.105531467632414,15.398703,3.37803326484526,0.5983603,0.36283933443529,0.64354775,0.0216270013402614,NA,NA,0.38243424,0.0439028951397716,0.95164494,0.0203429416253293,2.5601441,0.383641109838769,1.8306642,0.234583314993392,23.498107,3.45649758253785,NA,NA,0.0762992447806136,0,2.2
149,5,0.00457399103942652,0.000542083363664036,28,"LILIACEAE","bulb","no","native","Forb","FRIPUR",5.359325,13.936825,2.60651505225003,1.32124280729673,0.431805715378263,0.238018650833051,4,1427.91,94.96,15.0369629317607,3.143,1,0,0,"yes","flat",2.2112972,0.546126834466907,7.6797152,0.316848528254538,7.3473558,0.623141231037252,5.6988539,0.371467882522672,30.801318,2.21948405231586,18.889086,0.680551909379439,1.0672359,0.0331950474031895,19.242952,1.52184883907554,0.067495308,0.019996698601343,0.76268121,0.0210444379215058,0.24202182,0.0836585474739073,0.72590817,0.0514185806638688,0.96490111,0.00795623024127073,1.8739324,0.181242102888313,1.5506764,0.0511004566781072,30.876295,1.67427472129311,11.1167689,3.52088176559829,0.0925579247195386,0,0.9
1005,10,0.00170105876031046,0.0016574304854089,29,"Rubiaceae","annual","no","native","Forb","GALAPA",0.15036,0.26953,1.79135764621845,0.0189937919682546,0.00786465511004774,0.0406019783565662,4,1459.76,80.48,18.1381709741551,3.094,1,0,0,"yes","elong_short",0.62040399,0.0590860833333394,0.96162618,0.069441896595992,NA,NA,0.62040399,0.0590860833333394,0.44656384,0.0660860868579798,2.3220836,0.183250238565981,1.1346746,0.0725374809678111,12.6964889,2.47682247175172,0.63041581,0.379973921536885,0.84598626,0.0358507278145926,NA,NA,0.59399229,0.0366555948493072,0.97874891,0.0121858793602769,1.2974644,0.0935328063981356,1.2311269,0.0797667338381804,8.0516536,2.161783240654,NA,NA,0.0297728962292792,0,1.085
117,5,0.000143233766233766,4.41458842005243e-05,30,"Rubiaceae","annual","yes","invasive","Forb","GALMUR",0.14551,0.28122,1.93293663685144,0.0152830188989828,0.00711178364875272,0.0587497267422885,4,1417.3,83.93,16.886691290361,3.098,2,0,0,"yes","elong_short",0.68687586,0.112980439696487,1.09456976,0.0754648761689717,NA,NA,0.68687586,0.112980439696487,0.55771385,0.0732969521968494,2.685463,0.253666197161195,1.0278556,0.218893918248406,18.059156,2.98239191609017,0.78271515,0.430124479005832,0.83411066,0.0513902695227025,NA,NA,0.58804549,0.0901005244419618,0.96895456,0.0292354356609387,1.297646,0.110283387026333,1.2483746,0.11006599310333,5.3028625,1.98457729425041,NA,NA,0.0393961385388555,0,1
80,3,0.00335925561029009,0.000767401317575594,31,"Polemoniaceae","annual","yes","native","Forb","GILCAP",1.30115,9.0225,7.0036195844297,0.755481087343246,0.160716074699038,0.93256859978795,4,1481.02,78.1,18.9631241997439,3.064,1,0,1,"yes","coarse",1.03252944,0.116404813724664,2.1138051,0.165875782777656,2.0872163,0.154148600835579,1.3028482,0.112883923658873,2.0295679,0.312922136766552,4.8923287,0.367035913247086,0.84875835,0.0597730535737049,13.222789,1.52876937197102,0.40876464,0.582973713168933,0.78267735,0.0181510552262733,0.45487092,0.0764067046725002,0.60261667,0.0460400864145354,0.99166224,0.00562586741701027,1.5725959,0.0714116644914074,1.4162683,0.0788393154587932,26.433174,1.78244477658075,1.5441211,0.180482942124395,0.0500820471481005,0,3.4
43,3,0.00038427807486631,0.00015196867429243,32,"Polemoniaceae","annual","yes","native","Forb","GILTRI",0.383825,2.6709,6.99663791923924,0.847637394959268,0.0253038040618402,2.22313504576572,4,1449.14,91.93,15.7635157184815,3.23,1,0,1,"yes","coarse",0.86413413,0.0916549136676268,1.3515943,0.253494002866625,NA,NA,0.86413413,0.0916549136676268,0.84580058,0.222500384496676,3.1950805,0.510184488466291,0.99976954,0.033107139429206,18.732731,1.92157727897018,0.604638149,0.516717646963013,0.78919758,0.0246849532555901,NA,NA,0.61181625,0.100071516956949,0.97869132,0.0132616954939823,1.5570616,0.160873553476152,1.4196565,0.154284367163905,22.16483,4.1133777428775,NA,NA,0.0333890051869702,0,0.3
289,6,0.000835233948170901,0.000264585110728079,33,"Asteraceae","annual","yes","native","Forb","HEMCON",1.182,1.884,1.60029959849062,0.141068730293664,0.125240781430544,0.103963998946605,4,1491.65,99.06,15.0580456289118,3.044,2,0,0,"yes","coarse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2
88,3,0.00225684523809524,0.000220548968177014,34,"Asteraceae","annual","yes","native","Forb","HOLVIR",1.901375,3.130325,1.65505169799344,0.307124484804886,0.27902713577715,0.0985880330716855,4,1640.9,124.03,13.2298637426429,2.948,1,0,0,"yes","coarse",1.5731674,0.0962985389391875,3.4919882,0.253106539099776,3.3944962,0.322411921842505,1.6041876,0.138254006563764,3.7710491,0.382799276817049,7.9389553,0.781917984431452,1.2240179,0.0984424786466696,8.0783162,1.63493797866319,0.27247647,0.116921858133751,0.72514003,0.0462575339197855,0.42076678,0.0342764026679775,0.40112329,0.0277275625123951,0.95431434,0.0148750211184313,1.6301798,0.168879536789985,1.2803137,0.065809734524866,6.8223093,3.88540928885068,3.6274966,0.34105392204694,0.0688461455485735,0,8.8
138,5,0.000840893023255814,0.000227952889326761,35,"Asteraceae","annual","yes","invasive","Forb","HYPGLA",0.542825,0.812625,1.50193902121488,0.0682686543493181,0.0640896962597473,0.064995054024758,4,1300.83,88.13,14.7603540224668,2.66,1,0,0,"no","elong_long",0.62483544,0.0737097445374792,4.6796187,0.958033404084296,NA,NA,0.62483544,0.0737097445374792,1.7332332,0.324657597810986,9.5608684,1.79570468207747,0.432507656,0.241732538308102,NA,NA,NA,NA,NA,NA,NA,NA,0.118264872,0.0218313548116428,0.93415558,0.0203321958569162,3.0059837,1.50170212202095,2.2361567,0.947833915481804,9.3399734,2.36579697324358,NA,NA,0.171446886743429,0,3.6
89,5,0.000537757575757576,0.000102132207055806,36,"Asteraceae","annual","no","invasive","Forb","LACSER",0.6075,1.361375,2.24157150399078,0.100843455414816,0.0324453386482558,0.126858712885126,4,1651.59,126.97,13.0077183586674,2.897,1,0,0,"yes","elong_long",0.65363992,0.107471539510718,3.5695386,0.340985774317932,3.6493049,0.566459742733102,1.11894288,0.0973806499825548,2.6395183,0.428926127254922,7.3041491,0.70340863289645,1.2990363,0.0366117240110755,20.6608395,1.95754284361389,0.09680149,0.045220088755115,0.695229945,0.02929474751107,0.14413566,0.0277347211264414,0.318618695,0.0223009629853316,0.978867195,0.0103857140158704,1.93414205,0.241851254994399,1.73578525,0.270464221321489,19.176518,1.85817630167918,1.312885935,0.278959207096928,0.130772320732899,0,0.65
63,5,0.000248234856930509,7.36396649445979e-05,37,"Asteraceae","annual","yes","native","Forb","LAGMIN",0.334022222222222,0.615813888888889,1.8503244945782,0.0608595383267882,0.0235347637098964,0.221856031257026,4,1598.18,152.95,10.4490356325597,3.116,1,0,0,"yes","smooth",0.63812982,0.0984275821006581,2.4151443,0.30861529569138,2.3974183,0.246688665176732,0.90844863,0.188300652201998,1.4934557,0.55431706938379,5.182589,0.706910549317553,1.11663817,0.092981436342483,11.8666457,3.37801601941501,0.211077346,0.109478231042266,0.70923461,0.0412915490631208,0.20959937,0.0352000948349117,0.32945417,0.0624861790213742,0.94448337,0.0319266525604497,1.9275367,0.258817016322365,1.3538252,0.272742763131123,13.077743,4.14530478084147,0.93613437,0.152080047288555,0.109595477196117,0,1.2
142,3,0.00014759793052476,1.16210228677779e-05,38,"Asteraceae","annual","yes","native","Forb","LASCAL",0.194075,0.3777,2.01677112248096,0.032926180059845,0.0452793091083923,0.413092326101963,4,1523.57,136.44,11.166593374377,3.24,1,0,0,"yes","elong_long",0.684413922222222,0.177412082337385,3.37775511111111,0.345239891870654,NA,NA,0.684413922222222,0.177412082337385,1.09404424444444,0.145798105232845,7.33898522222222,0.853686655555008,-0.994861577777778,0.100385151120905,NA,NA,NA,NA,NA,NA,NA,NA,0.113384061111111,0.0268503178167552,0.8194345,0.110935133643641,1.43336322222222,0.153483272076941,1.02350906666667,0.132823358708032,19.2843311111111,1.40645919891446,NA,NA,0.148224287906511,0,0.95
125,3,0.000209564393939394,3.35664359376517e-05,40,"Polemoniaceae","annual","yes","native","Forb","LINDIC",0.232925,0.3878,1.66365898645201,0.0278454065631419,0.0116130314733062,0.0412360147404533,4,1715.8,99.49,17.2459543672731,3.203,1,0,0,"yes","coarse",0.70017023,0.0619700117710359,1.3161428,0.138647838588594,NA,NA,0.70017023,0.0619700117710359,0.64019267,0.100747914326204,2.9934492,0.252297032009583,0.56479618,0.169008578861533,11.835427,0.996536730170488,0.205066826,0.161076509624633,0.7694816,0.04358315659801,NA,NA,0.47297012,0.0476976877540154,0.95236607,0.0301738954773475,1.5792558,0.336535442003034,1.3599501,0.245405101662288,8.8906219,2.03593315664616,NA,NA,0.0510326920986906,0,1.4
165,3,0.00191049019607843,0.000428514002441403,41,"Poaceae","annual","no","invasive","Grass","LOLMUL",2.2463,3.2932,1.46743133136385,0.237827906969164,0.183876498407672,0.0501616553347512,4,1153.26,47.67,24.1925739458779,2.772,1,1,0,"yes","elong_long",0.982740776470588,0.148002846344515,5.46633247058824,0.805157727713499,4.40278305882353,0.425898905598129,1.41024605882353,0.10301984581955,5.69346370588235,0.947468590374423,11.3901478235294,1.72351257683851,1.37382494117647,0.0337935870903612,30.3076164705882,1.97484818250967,2.89696152941176,0.730619951402413,0.769973841176471,0.0473686502125754,0.210203011764706,0.0277088511746897,0.257391847058824,0.0261478015878037,0.989342741176471,0.00845683561313411,1.54754358823529,0.248113349489467,1.40921852941176,0.118124635093678,16.6267082352941,1.38284849583765,3.00019552941176,0.708245292749899,0.138984883456356,0,2.4
53,5,0.00687890909090909,0.00116412532340596,42,"Apiaceae","perennial","no","native","Forb","LOMMAR",6.14315,13.6244,2.25499692726126,1.91310309358034,1.29776034125463,0.258716234125497,4,1449.14,115.18,12.5815245702379,3.243,1,0,0,"yes","flat",5.4241036,0.67212868825582,9.2794706,0.929362093677785,NA,NA,5.4241036,0.67212868825582,40.092163,8.67841200246918,22.228189,2.74183469854868,1.2336789,0.0356181700741817,27.825987,2.2324968742596,1.09737859,0.440053449609563,0.79837748,0.0191276069839614,NA,NA,0.57899648,0.0487708850124015,0.99811491,0.00159785118793266,1.4765619,0.0613017335652101,1.4545112,0.0548823220653872,25.029046,2.88188379749234,NA,NA,0.0409206308169273,0,4.6
25,5,0.00339695238095238,0.00100693370562731,43,"Fabaceae","annual","no","native","N-fixer","LOTHUM",3.090225,3.59535,1.16188591457005,0.499999029999059,0.117566474104369,0.136726028541988,4,1226.96,92.69,13.2372424209731,2.978,1,0,0,"yes","smooth",1.3826146,0.18187581370338,2.4195756,0.141991048533349,2.3619666,0.141760396531299,2.0783535,0.149841640632332,3.8036478,0.507683994257101,6.4189656,0.478087680589427,1.4075464,0.0719543328479946,11.572741,1.39970464243663,0.33090038,0.0734888087416157,0.80687543,0.0236489220974962,0.56532925,0.0770517265224292,0.82949593,0.0407240852927506,0.99350528,0.00296437820716436,1.5236324,0.101240076869236,1.4463669,0.109567557699906,17.280546,3.50516583813155,2.3033189,0.449426542531566,0.0342950382525693,0,2.6
70,5,0.00332949269005848,0.00042164892049905,44,"Fabaceae","annual","yes","invasive","N-fixer","MEDPOL",3.243275,4.2743,1.31027838162172,0.7880806600004,0.382654111655248,0.108935208675775,4,1427.91,160.04,8.92220694826294,2.776,1,0,0,"no","elong_short",1.1521788,0.106518893781338,3.1108829,0.227692434517584,3.0887256,0.239143679779983,1.8567804,0.117152198614736,4.4147766,0.538396238738141,7.3274143,0.528280620564288,1.3296528,0.0578745117297378,23.687946,3.38665605553849,0.073094137,0.0342400958723817,0.7926178,0.0245648718857731,0.35426018,0.0449373239052349,0.57026435,0.0289272684192326,0.97733158,0.0173750587578095,1.3430938,0.0827249705829839,1.3189023,0.0861519300964549,38.215568,2.80419281100759,2.7805177,0.3616599443698,0.0703588945372101,0,1.61
88,8,0.00313018735650315,0.000747091106520959,46,"Asteraceae","annual","yes","native","Forb","MICDOU",1.81959166666667,3.79305833333333,2.08490205254905,0.236489568127927,0.117926607354838,0.0268069717906397,4,1438.52,66.73,21.5573205454818,2.856,1,NA,0,"no","elong_long",1.00024304285714,0.391256036519467,6.22936242857143,0.529836964148362,NA,NA,1.00024304285714,0.391256036519467,3.36451828571429,0.709319990572124,13.3924957142857,1.62232181981933,0.196024524285714,0.198938131054362,NA,NA,NA,NA,NA,NA,NA,NA,0.126038495714286,0.0312910505274399,0.9124945,0.0812004547443342,2.12107614285714,0.31177983026939,1.70997042857143,0.26624887509237,38.1945171428571,1.34215666785109,NA,NA,0.166405576274013,0,7.2
